,,,
Description,Position/ Level,Quantity,Unit
"4500mm x 2086mm; 5 section; in white, black or anthracite grey",8,1,nr
"4500mm x 2086mm; 5 section; in white, black or anthracite grey",8,1,nr
"5000mm x 2086mm; 5 section; in white, black or anthracite grey",9,1,nr
"5000mm x 2086mm; 5 section; in white, black or anthracite grey",9,1,nr
"5000mm x 2086mm; 5 section; in white, black or anthracite grey",9,1,nr
"5000mm x 2086mm; 5 section; in white, black or anthracite grey",9,1,nr
"5000mm x 2086mm; 5 section; in white, black or anthracite grey",9,1,nr
Interior doors,7,,
JELD-WEN or equivalent Premium softwood interior panel doors; 35mm thick,1,,
686 x 1981mm; 23ISC,1,1,nr
686 x 1981mm; 23ISC,1,1,nr
762 x 1981mm; 26ISC,2,1,nr
762 x 1981mm; 26ISC,2,1,nr
838 x 1981mm; 29ISC,3,1,nr
838 x 1981mm; 29ISC,3,1,nr
686 x 1981mm; 23ISA,4,1,nr
686 x 1981mm; 23ISA,4,1,nr
762 x 1981mm; 26ISA,5,1,nr
762 x 1981mm; 26ISA,5,1,nr
JELD-WEN or equivalent Eskdale veneered panel effect feature doors; 35mm thick,2,,
762 x 1981mm; 26ESK2P,1,1,nr
762 x 1981mm; 26ESK2P,1,1,nr
762 x 1981mm; 26ESK4P,2,1,nr
762 x 1981mm; 26ESK4P,2,1,nr
610 x 1981mm; 20ESK2P,3,1,nr
610 x 1981mm; 20ESK2P,3,1,nr
686 x 1981mm; 23ESK2P,4,1,nr
686 x 1981mm; 23ESK2P,4,1,nr
686 x 1981mm; 23ESK4P,5,1,nr
686 x 1981mm; 23ESK4P,5,1,nr
JELD-WEN or equivalent Newstead oak veneered panel feature doors; 35mm thick,3,,
686 x 1981mm,1,1,nr
686 x 1981mm,1,1,nr
762 x 1981mm,2,1,nr
762 x 1981mm,2,1,nr
838 x 1981mm,3,1,nr
838 x 1981mm,3,1,nr
JELD-WEN or equivalent Chateau wood grain moulded panel doors; 35mm thick,4,,
457 x 1981mm,1,1,nr
457 x 1981mm,1,1,nr
533 x 1981mm,2,1,nr
533 x 1981mm,2,1,nr
610 x 1981mm,3,1,nr
610 x 1981mm,3,1,nr
686 x 1981mm,4,1,nr
686 x 1981mm,4,1,nr
762 x 1981mm,5,1,nr
762 x 1981mm,5,1,nr
JELD-WEN or equivalent Cambridge smooth-skin moulded panel doors; 35mm thick,5,,
457 x 1981mm,1,1,nr
457 x 1981mm,1,1,nr
533 x 1981mm,2,1,nr
533 x 1981mm,2,1,nr
610 x 1981mm,3,1,nr
610 x 1981mm,3,1,nr
686 x 1981mm,4,1,nr
686 x 1981mm,4,1,nr
762 x 1981mm,5,1,nr
762 x 1981mm,5,1,nr
JELD-WEN or equivalent hardboard faced flush interior door; lipped two edges; 35mm thick,6,,
457 x 1981mm,1,1,nr
457 x 1981mm,1,1,nr
533 x 1981mm,2,1,nr
533 x 1981mm,2,1,nr
610 x 1981mm,3,1,nr
610 x 1981mm,3,1,nr
686 x 1981mm,4,1,nr
686 x 1981mm,4,1,nr
762 x 1981mm,5,1,nr
762 x 1981mm,5,1,nr
838 x 1981mm,6,1,nr
838 x 1981mm,6,1,nr
813 x 2032mm,7,1,nr
813 x 2032mm,7,1,nr
JELD-WEN or equivalent hardboard faced interior flush doors; lipped two edges; 40mm thick,7,,
626 x 2040mm,1,1,nr
626 x 2040mm,1,1,nr
726 x 2040mm,2,1,nr
726 x 2040mm,2,1,nr
826 x 2040mm,3,1,nr
826 x 2040mm,3,1,nr
JELD-WEN or equivalent Silverwood hardboard faced interior flush doors; unlipped; 35mm thick,8,,
457 x 1981mm,1,1,nr
457 x 1981mm,1,1,nr
533 x 1981mm,2,1,nr
533 x 1981mm,2,1,nr
610 x 1981mm,3,1,nr
610 x 1981mm,3,1,nr
686 x 1981mm,4,1,nr
686 x 1981mm,4,1,nr
762 x 1981mm,5,1,nr
762 x 1981mm,5,1,nr
838 x 1981mm,6,1,nr
838 x 1981mm,6,1,nr
813 x 2032mm,7,1,nr
813 x 2032mm,7,1,nr
JELD-WEN or equivalent Silverwood hardboard faced interior flush doors; unlipped; 40mm thick,9,,
626 x 2040mm,1,1,nr
626 x 2040mm,1,1,nr
726 x 2040mm,2,1,nr
726 x 2040mm,2,1,nr
826 x 2040mm,3,1,nr
826 x 2040mm,3,1,nr
Proprietary serving hatch in plywood; assembled; rebated meeting tiles; hung on 2 pair nylon hinges; 133mm rebated softwood linings; 170mm cill,10,,
648 x 533mm,1,1,nr
648 x 533mm,1,1,nr
JELD-WEN or equivalent factory finished wood veneered interior flush doors; clear lacquer finish; 35mm thick,11,,
457 x 1981mm; Sapele,1,1,nr
457 x 1981mm; Sapele,1,1,nr
533 x 1981mm; Sapele,2,1,nr
533 x 1981mm; Sapele,2,1,nr
610 x 1981mm; Sapele,3,1,nr
610 x 1981mm; Sapele,3,1,nr
686 x 1981mm; Sapele,4,1,nr
686 x 1981mm; Sapele,4,1,nr
762 x 1981mm; Sapele,5,1,nr
762 x 1981mm; Sapele,5,1,nr
838 x 1981mm; Sapele,6,1,nr
838 x 1981mm; Sapele,6,1,nr
864 x 1981mm; Sapele,7,1,nr
864 x 1981mm; Sapele,7,1,nr
457 x 1981mm; Koto,8,1,nr
457 x 1981mm; Koto,8,1,nr
533 x 1981mm; Koto,9,1,nr
533 x 1981mm; Koto,9,1,nr
610 x 1981mm; Koto,10,1,nr
610 x 1981mm; Koto,10,1,nr
686 x 1981mm; Koto,11,1,nr
686 x 1981mm; Koto,11,1,nr
762 x 1981mm; Koto,12,1,nr
762 x 1981mm; Koto,12,1,nr
838 x 1981mm; Koto,13,1,nr
838 x 1981mm; Koto,13,1,nr
457 x 1981mm; Ash,14,1,nr
457 x 1981mm; Ash,14,1,nr
533 x 1981mm; Ash,15,1,nr
533 x 1981mm; Ash,15,1,nr
610 x 1981mm; Ash,16,1,nr
610 x 1981mm; Ash,16,1,nr
686 x 1981mm; Ash,17,1,nr
686 x 1981mm; Ash,17,1,nr
762 x 1981mm; Ash,18,1,nr
762 x 1981mm; Ash,18,1,nr
838 x 1981mm; Ash,19,1,nr
838 x 1981mm; Ash,19,1,nr
457 x 1981mm; African Maple,20,1,nr
457 x 1981mm; African Maple,20,1,nr
533 x 1981mm; African Maple,21,1,nr
533 x 1981mm; African Maple,21,1,nr
610 x 1981mm; African Maple,22,1,nr
610 x 1981mm; African Maple,22,1,nr
686 x 1981mm; African Maple,23,1,nr
686 x 1981mm; African Maple,23,1,nr
762 x 1981mm; African Maple,24,1,nr
762 x 1981mm; African Maple,24,1,nr
838 x 1981mm; African Maple,25,1,nr
838 x 1981mm; African Maple,25,1,nr
JELD-WEN or equivalent Sapele factory finished wood veneered interior flush doors; clear lacquer finish; 40mm thick,12,,
526 x 2040mm,1,1,nr
526 x 2040mm,1,1,nr
626 x 2040mm,2,1,nr
626 x 2040mm,2,1,nr
726 x 2040mm,3,1,nr
726 x 2040mm,3,1,nr
826 x 2040mm,4,1,nr
826 x 2040mm,4,1,nr
JELD-WEN or equivalent Silverwood half hour firecheck hardboard faced interior flush doors; unlipped; 44mm thick,13,,
686 x 1981mm,1,1,nr
686 x 1981mm,1,1,nr
762 x 1981mm,2,1,nr
762 x 1981mm,2,1,nr
838 x 1981mm,3,1,nr
838 x 1981mm,3,1,nr
726 x 2040mm,4,1,nr
726 x 2040mm,4,1,nr
826 x 2040mm,5,1,nr
826 x 2040mm,5,1,nr
JELD-WEN or equivalent half hour firecheck factory finished wood veneered lipped interior flush doors; clear lacquer finish; 44mm thick,14,,
686 x 1981mm; Sapele,1,1,nr
686 x 1981mm; Sapele,1,1,nr
762 x 1981mm; Sapele,2,1,nr
762 x 1981mm; Sapele,2,1,nr
838 x 1981mm; Sapele,3,1,nr
838 x 1981mm; Sapele,3,1,nr
726 x 2040mm; Sapele,4,1,nr
726 x 2040mm; Sapele,4,1,nr
826 x 2040mm; Sapele,5,1,nr
826 x 2040mm; Sapele,5,1,nr
762 x 1981mm; Ash,6,1,nr
762 x 1981mm; Ash,6,1,nr
838 x 1981mm; Ash,7,1,nr
838 x 1981mm; Ash,7,1,nr
762 x 1981mm; African Maple,8,1,nr
762 x 1981mm; African Maple,8,1,nr
838 x 1981mm; African Maple,9,1,nr
838 x 1981mm; African Maple,9,1,nr
762 x 1981mm; Koto,10,1,nr
762 x 1981mm; Koto,10,1,nr
838 x 1981mm; Koto,11,1,nr
838 x 1981mm; Koto,11,1,nr
JELD-WEN or equivalent half hour firecheck interior doors with one piece moulded skin both sides; 44mm thick,15,,
762 x 1981mm; Chateau,1,1,nr
762 x 1981mm; Chateau,1,1,nr
838 x 1981mm; Chateau,2,1,nr
838 x 1981mm; Chateau,2,1,nr
762 x 1981mm; Cambridge,3,1,nr
762 x 1981mm; Cambridge,3,1,nr
838 x 1981mm; Cambridge,4,1,nr
838 x 1981mm; Cambridge,4,1,nr
Standard softwood external door frames,8,,
JELD-WEN or equivalent softwood external door frames; hardwood cills; heavy duty PVCu waterbar; for 686 x 1981mm doors,1,,
780 x 2079mm; opening inward weatherstripped,1,1,nr
780 x 2079mm; opening inward weatherstripped,1,1,nr
780 x 2079mm; opening inward weatherstripped,1,1,nr
780 x 2079mm; opening inward weatherstripped,1,1,nr
780 x 2079mm; opening outward; weatherstripped,2,1,nr
780 x 2079mm; opening outward; weatherstripped,2,1,nr
780 x 2079mm; opening outward; weatherstripped,2,1,nr
780 x 2079mm; opening outward; weatherstripped,2,1,nr
780 x 2035mm; opening inward and outward; weatherstripped; no cill,3,1,nr
780 x 2035mm; opening inward and outward; weatherstripped; no cill,3,1,nr
780 x 2035mm; opening inward and outward; weatherstripped; no cill,3,1,nr
780 x 2035mm; opening inward and outward; weatherstripped; no cill,3,1,nr
780 x 2035mm; opening inward and outward; non-weatherstripped; no cill,4,1,nr
780 x 2035mm; opening inward and outward; non-weatherstripped; no cill,4,1,nr
780 x 2035mm; opening inward and outward; non-weatherstripped; no cill,4,1,nr
780 x 2035mm; opening inward and outward; non-weatherstripped; no cill,4,1,nr
JELD-WEN or equivalent softwood external door frames; hardwood cills; heavy duty PVCu waterbar; for 762 x 1981mm doors,2,,
856 x 2079mm; opening inward weatherstripped,1,1,nr
856 x 2079mm; opening inward weatherstripped,1,1,nr
856 x 2079mm; opening inward weatherstripped,1,1,nr
856 x 2079mm; opening inward weatherstripped,1,1,nr
856 x 2079mm; opening outward; weatherstripped,2,1,nr
856 x 2079mm; opening outward; weatherstripped,2,1,nr
856 x 2079mm; opening outward; weatherstripped,2,1,nr
856 x 2079mm; opening outward; weatherstripped,2,1,nr
856 x 2035; opening inward and outward; weatherstripped; no cill,3,1,nr
856 x 2035; opening inward and outward; weatherstripped; no cill,3,1,nr
856 x 2035; opening inward and outward; weatherstripped; no cill,3,1,nr
856 x 2035; opening inward and outward; weatherstripped; no cill,3,1,nr
856 x 2035mm; opening inward; non-weatherstripped,4,1,nr
856 x 2035mm; opening inward; non-weatherstripped,4,1,nr
856 x 2035mm; opening inward; non-weatherstripped,4,1,nr
856 x 2035mm; opening inward; non-weatherstripped,4,1,nr
856 x 2079mm; opening outward; non-weatherstripped,5,1,nr
856 x 2079mm; opening outward; non-weatherstripped,5,1,nr
856 x 2079mm; opening outward; non-weatherstripped,5,1,nr
856 x 2079mm; opening outward; non-weatherstripped,5,1,nr
856 x 2035mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
856 x 2035mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
856 x 2035mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
856 x 2035mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
JELD-WEN or equivalent softwood external door frames; hardwood cills; heavy duty PVCu waterbar; for 838 x 1981mm doors,3,,
932 x 2079mm; opening inward weatherstripped,1,1,nr
932 x 2079mm; opening inward weatherstripped,1,1,nr
932 x 2079mm; opening inward weatherstripped,1,1,nr
932 x 2079mm; opening inward weatherstripped,1,1,nr
932 x 2079mm; opening outward; weatherstripped,2,1,nr
932 x 2079mm; opening outward; weatherstripped,2,1,nr
932 x 2079mm; opening outward; weatherstripped,2,1,nr
932 x 2079mm; opening outward; weatherstripped,2,1,nr
932 x 2035mm; opening inward and outward; weatherstripped; no cill,3,1,nr
932 x 2035mm; opening inward and outward; weatherstripped; no cill,3,1,nr
932 x 2035mm; opening inward and outward; weatherstripped; no cill,3,1,nr
932 x 2035mm; opening inward and outward; weatherstripped; no cill,3,1,nr
932 x 2079mm; opening inward; non-weatherstripped,4,1,nr
932 x 2079mm; opening inward; non-weatherstripped,4,1,nr
932 x 2079mm; opening inward; non-weatherstripped,4,1,nr
932 x 2079mm; opening inward; non-weatherstripped,4,1,nr
932 x 2079mm; opening outward; non-weatherstripped,5,1,nr
932 x 2079mm; opening outward; non-weatherstripped,5,1,nr
932 x 2079mm; opening outward; non-weatherstripped,5,1,nr
932 x 2079mm; opening outward; non-weatherstripped,5,1,nr
932 x 2035mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
932 x 2035mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
932 x 2035mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
932 x 2035mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
JELD-WEN or equivalent softwood external door frames; hardwood cills; heavy duty PVCu waterbar; for 914 x 1981mm doors,4,,
1008 x 2130mm; opening inward; weatherstripped,1,1,nr
1008 x 2130mm; opening inward; weatherstripped,1,1,nr
1008 x 2130mm; opening inward; weatherstripped,1,1,nr
1008 x 2130mm; opening inward; weatherstripped,1,1,nr
1008 x 2130mm; opening outward; weatherstripped,2,1,nr
1008 x 2130mm; opening outward; weatherstripped,2,1,nr
1008 x 2130mm; opening outward; weatherstripped,2,1,nr
1008 x 2130mm; opening outward; weatherstripped,2,1,nr
1008 x 2086mm; opening inward and outward; weatherstripped; no cill,3,1,nr
1008 x 2086mm; opening inward and outward; weatherstripped; no cill,3,1,nr
1008 x 2086mm; opening inward and outward; weatherstripped; no cill,3,1,nr
1008 x 2086mm; opening inward and outward; weatherstripped; no cill,3,1,nr
JELD-WEN or equivalent softwood external door frames; hardwood cills; heavy duty PVCu waterbar; for 813 x 2032mm doors,5,,
907 x 2130mm; opening inward weatherstripped,1,1,nr
907 x 2130mm; opening inward weatherstripped,1,1,nr
907 x 2130mm; opening inward weatherstripped,1,1,nr
907 x 2130mm; opening inward weatherstripped,1,1,nr
907 x 2130mm; opening outward; weatherstripped,2,1,nr
907 x 2130mm; opening outward; weatherstripped,2,1,nr
907 x 2130mm; opening outward; weatherstripped,2,1,nr
907 x 2130mm; opening outward; weatherstripped,2,1,nr
907 x 2086mm; opening inward and outward; weatherstripped; no cill,3,1,nr
907 x 2086mm; opening inward and outward; weatherstripped; no cill,3,1,nr
907 x 2086mm; opening inward and outward; weatherstripped; no cill,3,1,nr
907 x 2086mm; opening inward and outward; weatherstripped; no cill,3,1,nr
907 x 2086mm; opening inward; non-weatherstripped,4,1,nr
907 x 2086mm; opening inward; non-weatherstripped,4,1,nr
907 x 2086mm; opening inward; non-weatherstripped,4,1,nr
907 x 2086mm; opening inward; non-weatherstripped,4,1,nr
907 x 2086mm; opening outward; non-weatherstripped,5,1,nr
907 x 2086mm; opening outward; non-weatherstripped,5,1,nr
907 x 2086mm; opening outward; non-weatherstripped,5,1,nr
907 x 2086mm; opening outward; non-weatherstripped,5,1,nr
907 x 2086mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
907 x 2086mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
907 x 2086mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
907 x 2086mm; opening inward and outward; non-weatherstripped; no cill,6,1,nr
JELD-WEN or equivalent softwood garage door frames; supplied unassembled; overall frame size,6,,
2271 x 2052mm,1,1,nr
2271 x 2052mm,1,1,nr
2271 x 2052mm,1,1,nr
2271 x 2052mm,1,1,nr
2271 x 2205mm,2,1,nr
2271 x 2205mm,2,1,nr
2271 x 2205mm,2,1,nr
2271 x 2205mm,2,1,nr
2423 x 2052mm,3,1,nr
2423 x 2052mm,3,1,nr
2423 x 2052mm,3,1,nr
2423 x 2052mm,3,1,nr
2423 x 2205mm,4,1,nr
2423 x 2205mm,4,1,nr
2423 x 2205mm,4,1,nr
2423 x 2205mm,4,1,nr
2575 x 2052mm,5,1,nr
2575 x 2052mm,5,1,nr
2575 x 2052mm,5,1,nr
2575 x 2052mm,5,1,nr
2575 x 2205mm,6,1,nr
2575 x 2205mm,6,1,nr
2575 x 2205mm,6,1,nr
2575 x 2205mm,6,1,nr
4404 x 2052mm,7,1,nr
4404 x 2052mm,7,1,nr
4404 x 2052mm,7,1,nr
4404 x 2052mm,7,1,nr
4404 x 2205mm,8,1,nr
4404 x 2205mm,8,1,nr
4404 x 2205mm,8,1,nr
4404 x 2205mm,8,1,nr
Standard softwood external door frames and side lights,9,,
JELD-WEN or equivalent softwood external door frames; hardwood cills; factory fitted sidelights; for 838 x 1981mm doors,1,,
1307 x 2079mm; 332mm wide sidelight,1,1,nr
1307 x 2079mm; 332mm wide sidelight,1,1,nr
1307 x 2079mm; 332mm wide sidelight,1,1,nr
1307 x 2079mm; 332mm wide sidelight,1,1,nr
1307 x 2079mm; 332mm wide sidelight,1,1,nr
1532 x 2079mm; 557mm wide sidelight,2,1,nr
1532 x 2079mm; 557mm wide sidelight,2,1,nr
1532 x 2079mm; 557mm wide sidelight,2,1,nr
1532 x 2079mm; 557mm wide sidelight,2,1,nr
1532 x 2079mm; 557mm wide sidelight,2,1,nr
1682 x 2079mm; 332mm wide sidelight,3,1,nr
1682 x 2079mm; 332mm wide sidelight,3,1,nr
1682 x 2079mm; 332mm wide sidelight,3,1,nr
1682 x 2079mm; 332mm wide sidelight,3,1,nr
1682 x 2079mm; 332mm wide sidelight,3,1,nr
2132 x 2079mm; 557mm wide sidelight,4,1,nr
2132 x 2079mm; 557mm wide sidelight,4,1,nr
2132 x 2079mm; 557mm wide sidelight,4,1,nr
2132 x 2079mm; 557mm wide sidelight,4,1,nr
2132 x 2079mm; 557mm wide sidelight,4,1,nr
JELD-WEN or equivalent softwood half hour firecheck external door frames; fitted with 15 x 4mm intumescent strip; for 762 x 1981mm doors,2,,
856 x 2035mm; opening inward and outward; no cill,1,1,nr
856 x 2035mm; opening inward and outward; no cill,1,1,nr
856 x 2035mm; opening inward and outward; no cill,1,1,nr
856 x 2035mm; opening inward and outward; no cill,1,1,nr
856 x 2035mm; opening inward; standard cill,2,1,nr
856 x 2035mm; opening inward; standard cill,2,1,nr
856 x 2035mm; opening inward; standard cill,2,1,nr
856 x 2035mm; opening inward; standard cill,2,1,nr
856 x 2035mm; opening inward and outward; flush cill,3,1,nr
856 x 2035mm; opening inward and outward; flush cill,3,1,nr
856 x 2035mm; opening inward and outward; flush cill,3,1,nr
856 x 2035mm; opening inward and outward; flush cill,3,1,nr
JELD-WEN or equivalent softwood half hour fir check door frames; 15 x 4mm intumescent strip; for 838 x 1981mm doors,3,,
932 x 2035mm; opening inward and outward; no cill,1,1,nr
932 x 2035mm; opening inward and outward; no cill,1,1,nr
932 x 2035mm; opening inward and outward; no cill,1,1,nr
932 x 2035mm; opening inward and outward; no cill,1,1,nr
932 x 2035mm; opening inward; standard cill,2,1,nr
932 x 2035mm; opening inward; standard cill,2,1,nr
932 x 2035mm; opening inward; standard cill,2,1,nr
932 x 2035mm; opening inward; standard cill,2,1,nr
932 x 2035mm; opening inward and outward; flush cill,3,1,nr
932 x 2035mm; opening inward and outward; flush cill,3,1,nr
932 x 2035mm; opening inward and outward; flush cill,3,1,nr
932 x 2035mm; opening inward and outward; flush cill,3,1,nr
JELD-WEN or equivalent softwood half hour fir check external door frames; hardwood cills; 15 x 4mm intumescent strip; for 813 x 2032mm doors,4,,
906 x 2086mm; opening inward and outward; no cill,1,1,nr
906 x 2086mm; opening inward and outward; no cill,1,1,nr
906 x 2086mm; opening inward and outward; no cill,1,1,nr
906 x 2086mm; opening inward and outward; no cill,1,1,nr
JELD-WEN or equivalent softwood external garage door frames,5,,
2427 x 2054mm,1,1,nr
2427 x 2054mm,1,1,nr
2427 x 2054mm,1,1,nr
2427 x 2054mm,1,1,nr
2275 x 2054mm,2,1,nr
2275 x 2054mm,2,1,nr
2275 x 2054mm,2,1,nr
2275 x 2054mm,2,1,nr
2275 x 2207mm,3,1,nr
2275 x 2207mm,3,1,nr
2275 x 2207mm,3,1,nr
2275 x 2207mm,3,1,nr
4408 x 2254mm,4,1,nr
4408 x 2254mm,4,1,nr
4408 x 2254mm,4,1,nr
4408 x 2254mm,4,1,nr
4408 x 2207mm,5,1,nr
4408 x 2207mm,5,1,nr
4408 x 2207mm,5,1,nr
4408 x 2207mm,5,1,nr
JELD-WEN or equivalent softwood side lights; fitting to external frames (measured separately); to suit imperial doors,6,,
SL3366PX; 332mm wide,1,1,nr
SL3366PX; 332mm wide,1,1,nr
SL3366PX; 332mm wide,1,1,nr
SL5566PX; 557mm wide,2,1,nr
SL5566PX; 557mm wide,2,1,nr
SL5566PX; 557mm wide,2,1,nr
SL3366RX; 332mm wide,3,1,nr
SL3366RX; 332mm wide,3,1,nr
SL3366RX; 332mm wide,3,1,nr
SL5566RX; 557mm wide,4,1,nr
SL5566RX; 557mm wide,4,1,nr
SL5566RX; 557mm wide,4,1,nr
SL3366SBX; 332mm wide,5,1,nr
SL3366SBX; 332mm wide,5,1,nr
SL3366SBX; 332mm wide,5,1,nr
SL5566SBX; 557mm wide,6,1,nr
SL5566SBX; 557mm wide,6,1,nr
SL5566SBX; 557mm wide,6,1,nr
SL3366SHX; 332mm wide,7,1,nr
SL3366SHX; 332mm wide,7,1,nr
SL3366SHX; 332mm wide,7,1,nr
SL5566SHX; 557mm wide,8,1,nr
SL5566SHX; 557mm wide,8,1,nr
SL5566SHX; 557mm wide,8,1,nr
SL3366TBX; 332mm wide,9,1,nr
SL3366TBX; 332mm wide,9,1,nr
SL3366TBX; 332mm wide,9,1,nr
SL5566TBX; 557mm wide,10,1,nr
SL5566TBX; 557mm wide,10,1,nr
SL5566TBX; 557mm wide,10,1,nr
SL3366THX; 332mm wide,11,1,nr
SL3366THX; 332mm wide,11,1,nr
SL3366THX; 332mm wide,11,1,nr
SL5566THX; 557mm wide,12,1,nr
SL5566THX; 557mm wide,12,1,nr
SL5566THX; 557mm wide,12,1,nr
JELD-WEN or equivalent softwood interior door frames,7,,
225DF23 or 26,1,1,nr
225DF23 or 26,1,1,nr
225DF23 or 26,1,1,nr
225DF23 or 26,1,1,nr
25DF23 or 26,2,1,nr
25DF23 or 26,2,1,nr
25DF23 or 26,2,1,nr
25DF23 or 26,2,1,nr
4DF23 or 26,3,1,nr
4DF23 or 26,3,1,nr
4DF23 or 26,3,1,nr
4DF23 or 26,3,1,nr
45DF23 or 26,4,1,nr
45DF23 or 26,4,1,nr
45DF23 or 26,4,1,nr
45DF23 or 26,4,1,nr
225SF23 or 26,5,1,nr
225SF23 or 26,5,1,nr
225SF23 or 26,5,1,nr
225SF23 or 26,5,1,nr
25SF23 or 26,6,1,nr
25SF23 or 26,6,1,nr
25SF23 or 26,6,1,nr
25SF23 or 26,6,1,nr
4SF23 or 26,7,1,nr
4SF23 or 26,7,1,nr
4SF23 or 26,7,1,nr
4SF23 or 26,7,1,nr
45SF23 or 26,8,1,nr
45SF23 or 26,8,1,nr
45SF23 or 26,8,1,nr
45SF23 or 26,8,1,nr
225FF23 or 26,9,1,nr
225FF23 or 26,9,1,nr
225FF23 or 26,9,1,nr
225FF23 or 26,9,1,nr
25FF23 or 26,10,1,nr
25FF23 or 26,10,1,nr
25FF23 or 26,10,1,nr
25FF23 or 26,10,1,nr
4FF23 or 26,11,1,nr
4FF23 or 26,11,1,nr
4FF23 or 26,11,1,nr
4FF23 or 26,11,1,nr
45FF23 or 26,12,1,nr
45FF23 or 26,12,1,nr
45FF23 or 26,12,1,nr
45FF23 or 26,12,1,nr
JELD-WEN or equivalent softwood interior door lining sets,8,,
94DL8 or 9,1,1,nr
94DL8 or 9,1,1,nr
94DL8 or 9,1,1,nr
94DL8 or 9,1,1,nr
107DL8 or 9,2,1,nr
107DL8 or 9,2,1,nr
107DL8 or 9,2,1,nr
107DL8 or 9,2,1,nr
133DL8 or 9,3,1,nr
133DL8 or 9,3,1,nr
133DL8 or 9,3,1,nr
133DL8 or 9,3,1,nr
94FL8 or 9,4,1,nr
94FL8 or 9,4,1,nr
94FL8 or 9,4,1,nr
94FL8 or 9,4,1,nr
107FL8 or 9,5,1,nr
107FL8 or 9,5,1,nr
107FL8 or 9,5,1,nr
107FL8 or 9,5,1,nr
133FL8 or 9,6,1,nr
133FL8 or 9,6,1,nr
133FL8 or 9,6,1,nr
133FL8 or 9,6,1,nr
4DL23 or 26,7,1,nr
4DL23 or 26,7,1,nr
4DL23 or 26,7,1,nr
4DL23 or 26,7,1,nr
45DL23 or 26,8,1,nr
45DL23 or 26,8,1,nr
45DL23 or 26,8,1,nr
45DL23 or 26,8,1,nr
5DL23 or 26,9,1,nr
5DL23 or 26,9,1,nr
5DL23 or 26,9,1,nr
5DL23 or 26,9,1,nr
55DL23 or 26,10,1,nr
55DL23 or 26,10,1,nr
55DL23 or 26,10,1,nr
55DL23 or 26,10,1,nr
5FL23 or 26,11,1,nr
5FL23 or 26,11,1,nr
5FL23 or 26,11,1,nr
5FL23 or 26,11,1,nr
55FL23 or 26,12,1,nr
55FL23 or 26,12,1,nr
55FL23 or 26,12,1,nr
55FL23 or 26,12,1,nr
45DLR23A or 26A,13,1,nr
45DLR23A or 26A,13,1,nr
45DLR23A or 26A,13,1,nr
45DLR23A or 26A,13,1,nr
55DLR23A or 26A,14,1,nr
55DLR23A or 26A,14,1,nr
55DLR23A or 26A,14,1,nr
55DLR23A or 26A,14,1,nr
"Softwood jambs, heads, cills, mullions, transoms or the like",10,,
Wrought softwood plain jambs or heads,1,,
25 x 75mm,1,1,m
25 x 75mm,1,1,m
25 x 75mm,1,1,m
25 x 100mm,2,1,m
25 x 100mm,2,1,m
25 x 100mm,2,1,m
25 x 125mm,3,1,m
25 x 125mm,3,1,m
25 x 125mm,3,1,m
25 x 150mm,4,1,m
25 x 150mm,4,1,m
25 x 150mm,4,1,m
32 x 75mm,5,1,m
32 x 75mm,5,1,m
32 x 75mm,5,1,m
32 x 100mm,6,1,m
32 x 100mm,6,1,m
32 x 100mm,6,1,m
32 x 125mm,7,1,m
32 x 125mm,7,1,m
32 x 125mm,7,1,m
32 x 150mm,8,1,m
32 x 150mm,8,1,m
32 x 150mm,8,1,m
50 x 75mm,9,1,m
50 x 75mm,9,1,m
50 x 75mm,9,1,m
50 x 100mm,10,1,m
50 x 100mm,10,1,m
50 x 100mm,10,1,m
50 x 125mm,11,1,m
50 x 125mm,11,1,m
50 x 125mm,11,1,m
50 x 150mm,12,1,m
50 x 150mm,12,1,m
50 x 150mm,12,1,m
Wrought softwood once rebated jambs or heads,2,,
38 x 100mm,1,1,m
38 x 100mm,1,1,m
38 x 100mm,1,1,m
38 x 100mm,1,1,m
38 x 125mm,2,1,m
38 x 125mm,2,1,m
38 x 125mm,2,1,m
38 x 125mm,2,1,m
38 x 150mm,3,1,m
38 x 150mm,3,1,m
38 x 150mm,3,1,m
38 x 150mm,3,1,m
50 x 75mm,4,1,m
50 x 75mm,4,1,m
50 x 75mm,4,1,m
50 x 75mm,4,1,m
50 x 100mm,5,1,m
50 x 100mm,5,1,m
50 x 100mm,5,1,m
50 x 100mm,5,1,m
50 x 150mm,6,1,m
50 x 150mm,6,1,m
50 x 150mm,6,1,m
50 x 150mm,6,1,m
63 x 75mm,7,1,m
63 x 75mm,7,1,m
63 x 75mm,7,1,m
63 x 75mm,7,1,m
63 x 100mm,8,1,m
63 x 100mm,8,1,m
63 x 100mm,8,1,m
